dataset,model,variant,seed,status,train_loss,eval_loss,support_mrr,clean_support_mrr,hard_support_mrr,recall_at_1,recall_at_2,recall_at_5,clean_recall_at_1,hard_recall_at_1,hard_recall_at_2,evidence_f1,auprc,hard_at_1,hard_at_gold_count,unsupported_at_gold_count,precision_at_gold_count,gold_hard_pair_auc,score_margin_gold_hard,candidate_gate_mean,candidate_gate_std,gold_gate_mean,hard_gate_mean,random_gate_mean,gold_attention_mass,hard_attention_mass,random_attention_mass,gold_effective_mass,hard_effective_mass,random_effective_mass,gold_hard_attention_ratio,gold_hard_effective_ratio,gold_random_attention_ratio,gold_random_effective_ratio,elapsed_sec,output_dir
hotpotqa,roberta-base,base,7,completed,0.30893714152276514,0.31812726736068725,0.9158227848101266,0.9793248945147679,0.9289873417721519,0.8455696202531645,0.9645569620253165,0.9974683544303797,0.959493670886076,0.8658227848101265,0.979746835443038,0.7772151898734178,0.8020131343959261,0.1240506329113924,0.3189873417721519,0.22278481012658227,0.7772151898734178,0.9027426160337554,0.558004901251846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.967694997787476,experiments/bert_hotpotqa_warrant/outputs/base/seed_7
hotpotqa,roberta-base,base,17,completed,0.27947917316108944,0.30273877307772634,0.9124050632911391,0.9818565400843882,0.9236286919831224,0.8379746835443038,0.9670886075949368,1.0,0.9645569620253165,0.8556962025316456,0.9772151898734177,0.779746835443038,0.8170893762341173,0.13924050632911392,0.31139240506329113,0.22025316455696203,0.779746835443038,0.9048523206751053,0.5985842200951504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.093414306640625,experiments/bert_hotpotqa_warrant/outputs/base/seed_17
hotpotqa,roberta-base,base,37,completed,0.2912088863551617,0.30258663654327395,0.9049367088607595,0.971308016877637,0.9259493670886076,0.8278481012658228,0.9544303797468354,1.0,0.9443037974683545,0.8632911392405064,0.9696202531645569,0.7683544303797468,0.8138311859484644,0.1341772151898734,0.3189873417721519,0.23164556962025318,0.7683544303797468,0.9025316455696203,0.5621403321517211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.92920970916748,experiments/bert_hotpotqa_warrant/outputs/base/seed_37
hotpotqa,roberta-base,base,47,completed,0.3687379101663828,0.34942103624343873,0.8945147679324894,0.9818565400843882,0.9044303797468355,0.8050632911392405,0.9569620253164557,1.0,0.9645569620253165,0.8177215189873418,0.9746835443037974,0.760759493670886,0.7700701148743242,0.17468354430379746,0.3569620253164557,0.23924050632911392,0.760759493670886,0.8847046413502111,0.5509976211105148,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.17968487739563,experiments/bert_hotpotqa_warrant/outputs/base/seed_47
hotpotqa,roberta-base,base,57,completed,0.2862735069543123,0.29257575660943985,0.9137130801687763,0.9831223628691983,0.9267932489451476,0.8405063291139241,0.9645569620253165,1.0,0.9670886075949368,0.8632911392405064,0.9721518987341772,0.7734177215189874,0.8183577909655234,0.1341772151898734,0.3341772151898734,0.22658227848101264,0.7734177215189874,0.9020042194092828,0.5650902083280147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.11469531059265,experiments/bert_hotpotqa_warrant/outputs/base/seed_57
hotpotqa,roberta-base,full_warrant,7,completed,0.32418594099581244,0.34201925665140154,0.9145569620253164,0.9814345991561181,0.9267932489451478,0.8405063291139241,0.9746835443037974,0.9974683544303797,0.9645569620253165,0.8607594936708861,0.9822784810126582,0.7835443037974683,0.8034102200973648,0.1341772151898734,0.31645569620253167,0.21645569620253163,0.7835443037974683,0.8969409282700422,0.5911850424693653,0.28960990782872764,0.4012787053892652,0.78598121643324,0.16294882408400324,0.10014516863222922,0.00603236819133986,0.00636972687812006,0.009009135021895081,0.004445961386341453,0.001010423547834476,0.0009158789767721264,0.9470371817763453,4.400096767212094,0.6695835034861033,4.854310994243535,42.37481760978699,experiments/bert_hotpotqa_warrant/outputs/full_warrant/seed_7
hotpotqa,roberta-base,full_warrant,17,completed,0.3021804469451308,0.3200616246461868,0.9120253164556962,0.9839662447257383,0.9227848101265823,0.8354430379746836,0.9721518987341772,0.9974683544303797,0.9696202531645569,0.8531645569620253,0.979746835443038,0.7784810126582279,0.8014312188179197,0.13924050632911392,0.3265822784810127,0.22151898734177214,0.7784810126582279,0.8986286919831225,0.5789907757124081,0.9999986189819831,5.40246197007231e-06,0.9999959739915868,0.9999993788916254,0.9999996922146306,0.016084282147200243,0.014862197082923212,0.020515152010769047,0.016084224677662008,0.014862189885815351,0.020515146549324816,1.082227752562992,1.08222440981009,0.7840196425918315,0.7840170499874574,42.54369926452637,experiments/bert_hotpotqa_warrant/outputs/full_warrant/seed_17
hotpotqa,roberta-base,full_warrant,37,completed,0.29293782837688925,0.30445592641830443,0.9135443037974683,0.9784810126582278,0.9248945147679325,0.8481012658227848,0.9493670886075949,1.0,0.959493670886076,0.8632911392405064,0.9645569620253165,0.769620253164557,0.8078643326505106,0.13164556962025317,0.3341772151898734,0.23037974683544304,0.769620253164557,0.9030590717299578,0.5245527319526614,0.305995783928316,0.4114091575280083,0.8080539344314565,0.17854517516151866,0.11445041958207931,0.011553803302144552,0.008013192825386668,0.011554040893361707,0.00995318251271454,0.001915344273460875,0.001681773548959891,1.4418476572210823,5.196550119279564,0.9999794365262035,5.918265582705937,41.99027872085571,experiments/bert_hotpotqa_warrant/outputs/full_warrant/seed_37
hotpotqa,roberta-base,full_warrant,47,completed,0.3197300023213029,0.30521379232406615,0.9089451476793248,0.9835443037974684,0.9203375527426161,0.8354430379746836,0.9518987341772152,1.0,0.9670886075949368,0.8531645569620253,0.9670886075949368,0.7734177215189874,0.8171542799060704,0.13924050632911392,0.3139240506329114,0.22658227848101264,0.7734177215189874,0.898945147679325,0.5799879880252152,0.9999999400045353,6.802835390113656e-07,0.9999997678430791,0.9999999935888094,0.9999999962697492,0.021557946114161824,0.020491135757746762,0.02846359053921803,0.021557942197529323,0.020491135627823013,0.028463590418927362,1.052062041315194,1.0520618568478846,0.7573867423527826,0.7573866079521012,42.16875219345093,experiments/bert_hotpotqa_warrant/outputs/full_warrant/seed_47
hotpotqa,roberta-base,full_warrant,57,completed,0.2976711245253682,0.293048220872879,0.9211814345991561,0.9767932489451476,0.9354430379746835,0.8582278481012658,0.9620253164556962,1.0,0.9544303797468354,0.8810126582278481,0.9721518987341772,0.7873417721518987,0.8300749445948361,0.10632911392405063,0.3012658227848101,0.21265822784810126,0.7873417721518987,0.9058016877637132,0.4837557250830318,0.3238384783038291,0.42303889810854,0.8467676696129778,0.1854720673678052,0.11794674519037755,0.0073292723621094374,0.004969060324723474,0.006540954554408228,0.006569486884898729,0.0010791874402389734,0.0009814213172090983,1.4749815625386493,6.087438233569502,1.1205203003848923,6.693849796925755,42.28301382064819,experiments/bert_hotpotqa_warrant/outputs/full_warrant/seed_57
hotpotqa,roberta-base,attention_readout,7,completed,0.3025499165803194,0.3285197015106678,0.9160337552742616,0.9843881856540084,0.9257383966244724,0.8455696202531645,0.9670886075949368,1.0,0.9696202531645569,0.8607594936708861,0.9746835443037974,0.7835443037974683,0.8163578139941612,0.13164556962025317,0.32151898734177214,0.21645569620253163,0.7835443037974683,0.9054852320675106,0.6118699586302836,0.27619233799064963,0.40025997173429345,0.7763540311468805,0.1448933299014046,0.08716618963151417,0.01179762608699867,0.01687991076162403,0.023937537934452534,0.007208878374474304,0.0019053980462750782,0.0018778448556768417,0.6989151929535208,3.7833975890587084,0.492850439310165,3.838910521644755,40.03745651245117,experiments/bert_hotpotqa_warrant/outputs/attention_readout/seed_7
