distractor_attention_mass,distractor_warrant_mass,epoch,eval_loss,gate_mean,primary_metric,support_ap,support_attention_mass,support_attention_ratio,support_auc,support_f1,support_mass_ratio,support_mrr,support_precision,support_recall,support_recall_at_1,support_recall_at_2,support_recall_at_5,support_warrant_mass,train_loss,warrant_logit_mean
,,1,,1.0,,,,,,,,,,,,,,,1.5859966521124238,0.0
,,2,,1.0,,,,,,,,,,,,,,,1.546870641338015,0.0
,,3,,1.0,,,,,,,,,,,,,,,1.4656459590763722,0.0
,,4,,1.0,,,,,,,,,,,,,,,1.3870075686464032,0.0
,,5,,1.0,,,,,,,,,,,,,,,1.305041852506619,0.0
,,6,,1.0,,,,,,,,,,,,,,,1.205220341682434,0.0
,,7,,1.0,,,,,,,,,,,,,,,1.1041272809204545,0.0
,,8,,1.0,,,,,,,,,,,,,,,1.0028613718967994,0.0
,,9,,1.0,,,,,,,,,,,,,,,0.9066918104597665,0.0
,,10,,1.0,,,,,,,,,,,,,,,0.8185582699127567,0.0
,,11,,1.0,,,,,,,,,,,,,,,0.7390513113401469,0.0
,,12,,1.0,,,,,,,,,,,,,,,0.6693541181897654,0.0
,,13,,1.0,,,,,,,,,,,,,,,0.6051888471668206,0.0
,,14,,1.0,,,,,,,,,,,,,,,0.5497555909226242,0.0
,,15,,1.0,,,,,,,,,,,,,,,0.5049204673003225,0.0
,,16,,1.0,,,,,,,,,,,,,,,0.46309039170302235,0.0
,,17,,1.0,,,,,,,,,,,,,,,0.430016347216171,0.0
,,18,,1.0,,,,,,,,,,,,,,,0.40431872849325534,0.0
,,19,,1.0,,,,,,,,,,,,,,,0.3841661747219493,0.0
,,20,,1.0,,,,,,,,,,,,,,,0.36524018761023735,0.0
,,21,,1.0,,,,,,,,,,,,,,,0.34740615035723715,0.0
,,22,,1.0,,,,,,,,,,,,,,,0.33472295525004564,0.0
,,23,,1.0,,,,,,,,,,,,,,,0.32340667259345934,0.0
,,24,,1.0,,,,,,,,,,,,,,,0.3138747001157224,0.0
,,25,,1.0,,,,,,,,,,,,,,,0.3057251511846931,0.0
,,26,,1.0,,,,,,,,,,,,,,,0.30083647399272734,0.0
,,27,,1.0,,,,,,,,,,,,,,,0.2944669387872937,0.0
,,28,,1.0,,,,,,,,,,,,,,,0.28894732125754496,0.0
,,29,,1.0,,,,,,,,,,,,,,,0.2839534446163085,0.0
0.7320327687793136,0.7320327687793136,30,3.127929164813115,1.0,0.6568989929341492,0.6387398679879148,0.2679672313056149,0.26796723129093636,0.6633365524017005,0.44482836499438067,0.26796723129093636,0.6568989929341492,0.44482836499438067,0.44482836499438067,0.46539690777972026,0.6696789538586413,1.0,0.2679672313056149,0.2798379794197175,0.0
