distractor_attention_mass,distractor_warrant_mass,epoch,eval_loss,gate_mean,primary_metric,support_ap,support_attention_mass,support_attention_ratio,support_auc,support_f1,support_mass_ratio,support_mrr,support_precision,support_recall,support_recall_at_1,support_recall_at_2,support_recall_at_5,support_warrant_mass,train_loss,warrant_logit_mean
,,1,,0.9549624115517996,,,,,,,,,,,,,,,0.27187914668935015,2.185960680535696
,,2,,0.9445322908244087,,,,,,,,,,,,,,,0.2721238726551093,3.2196595576202984
,,3,,0.9506199643449876,,,,,,,,,,,,,,,0.2720415450415565,3.944687206768295
,,4,,0.9463479275842315,,,,,,,,,,,,,,,0.271461116312777,4.69230660651494
,,5,,0.9458760202509685,,,,,,,,,,,,,,,0.2714297236169426,4.741659632006895
,,6,,0.947364803656791,,,,,,,,,,,,,,,0.2708837988885861,5.551089703458027
,,7,,0.9524824173705092,,,,,,,,,,,,,,,0.2702299210342389,5.998168736985586
,,8,,0.9461322623549155,,,,,,,,,,,,,,,0.2707072983957031,6.603453548209181
,,9,,0.9559073112543347,,,,,,,,,,,,,,,0.2701697705440151,6.9382070013620325
,,10,,0.9498649025426328,,,,,,,,,,,,,,,0.26919012046554713,7.182894308590194
,,11,,0.9519679025538916,,,,,,,,,,,,,,,0.26965886412315,7.438702231471979
,,12,,0.9525520274940046,,,,,,,,,,,,,,,0.2696627866006592,7.87245603672509
,,13,,0.9497117214989894,,,,,,,,,,,,,,,0.2693085096125464,8.523425667031297
,,14,,0.9492648162888092,,,,,,,,,,,,,,,0.269094250445227,8.535124588938592
,,15,,0.9461921366673072,,,,,,,,,,,,,,,0.26969812115997943,9.24616729403005
,,16,,0.949080755988371,,,,,,,,,,,,,,,0.26891017900508585,9.733057392453684
,,17,,0.9466691966195708,,,,,,,,,,,,,,,0.26794492344833115,9.206287721985753
,,18,,0.945130278184576,,,,,,,,,,,,,,,0.2679665545815403,9.337310207700266
,,19,,0.9454913226146142,,,,,,,,,,,,,,,0.26864024606144543,9.817628379006988
,,20,,0.9458926684648088,,,,,,,,,,,,,,,0.2686858365257967,10.228329621472405
,,21,,0.9483385207583603,,,,,,,,,,,,,,,0.2678193899902325,10.925317903166835
,,22,,0.9454085693776029,,,,,,,,,,,,,,,0.2677534642150101,10.345986394048895
,,23,,0.9423028641534084,,,,,,,,,,,,,,,0.2670423460816874,10.361016606821597
,,24,,0.9368110391700152,,,,,,,,,,,,,,,0.2670807031173151,10.297228683545752
,,25,,0.9404086071310691,,,,,,,,,,,,,,,0.26609888803032994,10.198829465699427
,,26,,0.9430435548708277,,,,,,,,,,,,,,,0.2664436774635778,11.16870534767225
,,27,,0.9423926351139846,,,,,,,,,,,,,,,0.26577321172339247,10.950374066250996
,,28,,0.9458789727062855,,,,,,,,,,,,,,,0.26493984836976503,12.017246338927631
,,29,,0.9422732753661073,,,,,,,,,,,,,,,0.2642107038821989,11.558285185434286
0.7419313129913989,0.6807514909658331,30,3.148254293661851,0.926223621918605,0.6565432939456376,0.6390674822681658,0.2580686875553412,0.25806868742015243,0.6670014824054148,0.4458552515193141,0.26370427167624433,0.6565432939456376,0.4458552515193141,0.4458552515193141,0.4644993678196804,0.6688028768106893,1.0,0.24429816966066875,0.25680591860442487,9.671350589165321
