counterpart_attention_mass,counterpart_evidence_present,counterpart_warrant_mass,label,non_counterpart_warrant_mass,sample_id,score
0.0,False,0.0,1.0,0.0,6553,0.041198473423719406
0.0,True,0.0,1.0,0.0,6554,0.2734224498271942
0.0,True,0.0,1.0,0.0,6555,0.986081600189209
0.0,True,0.0,1.0,0.0,6556,0.7323617339134216
0.0,True,0.0,1.0,0.0,6557,0.986420750617981
0.0,True,0.0,1.0,0.0,6558,0.49187883734703064
0.0,False,0.0,1.0,0.0,6559,0.11751526594161987
0.0,True,0.0,1.0,0.0,6560,0.9675722122192383
0.0,False,0.0,1.0,0.0,6561,0.2413145750761032
0.0,False,0.0,1.0,0.0,6562,0.4441707134246826
0.0,False,0.0,1.0,0.0,6563,0.7608369588851929
0.0,True,0.0,1.0,0.0,6564,0.27225735783576965
0.0,False,0.0,1.0,0.0,6565,0.5121023654937744
0.0,False,0.0,1.0,0.0,6566,0.0788758248090744
0.0,False,0.0,1.0,0.0,6567,0.36997151374816895
0.0,False,0.0,1.0,0.0,6568,0.20870497822761536
0.0,True,0.0,1.0,0.0,6569,0.4450308084487915
0.0,False,0.0,1.0,0.0,6570,0.413344144821167
0.0,False,0.0,1.0,0.0,6571,0.1010417491197586
0.0,False,0.0,1.0,0.0,6572,0.09459731727838516
0.0,False,0.0,1.0,0.0,6573,0.0771898627281189
0.0,True,0.0,1.0,0.0,6574,0.2748056948184967
0.0,False,0.0,1.0,0.0,6575,0.26435163617134094
0.0,True,0.0,1.0,0.0,6576,0.9881393909454346
0.0,False,0.0,1.0,0.0,6577,0.1150476485490799
0.0,True,0.0,1.0,0.0,6578,0.501304030418396
0.0,True,0.0,1.0,0.0,6579,0.48333168029785156
0.0,True,0.0,1.0,0.0,6580,0.6828488111495972
0.0,True,0.0,1.0,0.0,6581,0.8074036836624146
0.0,False,0.0,1.0,0.0,6582,0.5864391922950745
0.0,True,0.0,1.0,0.0,6583,0.9867509007453918
0.0,True,0.0,1.0,0.0,6584,0.03715353086590767
0.0,True,0.0,1.0,0.0,6585,0.7136803865432739
0.0,True,0.0,1.0,0.0,6586,0.9925359487533569
0.0,True,0.0,1.0,0.0,6587,0.14015652239322662
0.0,True,0.0,1.0,0.0,6588,0.03552990034222603
0.0,True,0.0,1.0,0.0,6589,0.5346952676773071
0.0,True,0.0,1.0,0.0,6590,0.5028127431869507
0.0,False,0.0,1.0,0.0,6591,0.3104308247566223
0.0,False,0.0,1.0,0.0,6592,0.07931576669216156
0.0,True,0.0,1.0,0.0,6593,0.9866113662719727
0.0,True,0.0,1.0,0.0,6594,0.967183530330658
0.0,True,0.0,1.0,0.0,6595,0.8977943658828735
0.0,False,0.0,1.0,0.0,6596,0.24826711416244507
0.0,True,0.0,1.0,0.0,6597,0.9177496433258057
0.0,False,0.0,1.0,0.0,6598,0.3383057713508606
0.0,True,0.0,1.0,0.0,6599,0.1812727302312851
0.0,False,0.0,1.0,0.0,6600,0.30267012119293213
0.0,True,0.0,1.0,0.0,6601,0.9956894516944885
0.0,False,0.0,1.0,0.0,6602,0.49574780464172363
0.0,True,0.0,1.0,0.0,6603,0.713368833065033
0.0,False,0.0,1.0,0.0,6604,0.7257072925567627
0.0,False,0.0,1.0,0.0,6605,0.3878777027130127
0.0,True,0.0,1.0,0.0,6606,0.9922987818717957
0.0,True,0.0,1.0,0.0,6607,0.4337027668952942
0.0,True,0.0,1.0,0.0,6608,0.3272843062877655
0.0,True,0.0,1.0,0.0,6609,0.48678967356681824
0.0,True,0.0,1.0,0.0,6610,0.5624268054962158
0.0,True,0.0,1.0,0.0,6611,0.9917391538619995
0.0,True,0.0,1.0,0.0,6612,0.7121288180351257
0.0,True,0.0,1.0,0.0,6613,0.3662099540233612
0.0,True,0.0,1.0,0.0,6614,0.5141987204551697
0.0,True,0.0,1.0,0.0,6615,0.9592650532722473
0.0,True,0.0,1.0,0.0,6616,0.9884052276611328
0.0,False,0.0,1.0,0.0,6617,0.4014049768447876
