distractor_attention_mass,distractor_warrant_mass,epoch,eval_loss,gate_mean,primary_metric,support_ap,support_attention_mass,support_attention_ratio,support_auc,support_f1,support_mass_ratio,support_mrr,support_precision,support_recall,support_recall_at_1,support_recall_at_2,support_recall_at_5,support_warrant_mass,train_loss,warrant_logit_mean
,,1,,0.9971328996917577,,,,,,,,,,,,,,,0.27051509164490745,1.574278956478082
,,2,,0.9971328991130718,,,,,,,,,,,,,,,0.2701783482600184,1.6027248345532463
,,3,,0.9971328991130718,,,,,,,,,,,,,,,0.27007913965623354,1.629624854013758
,,4,,0.9971214480770444,,,,,,,,,,,,,,,0.2692577357141717,1.6714495964420653
,,5,,0.9971214474983585,,,,,,,,,,,,,,,0.26842541327175584,1.6442476163790063
,,6,,0.9971328991130718,,,,,,,,,,,,,,,0.26821104950696517,1.6505291531386885
,,7,,0.9970985442689322,,,,,,,,,,,,,,,0.26910966475611753,1.6642471945401534
,,8,,0.9970870949689624,,,,,,,,,,,,,,,0.26858871582063654,1.6688961751252702
,,9,,0.9971328996917577,,,,,,,,,,,,,,,0.2680253568783547,1.6283419548886493
,,10,,0.9971214492344161,,,,,,,,,,,,,,,0.2681414490764581,1.6178850873002728
,,11,,0.9970985442689322,,,,,,,,,,,,,,,0.26813899573770544,1.6342274760737003
,,12,,0.9971328979557,,,,,,,,,,,,,,,0.2673597072513358,1.6501373469250873
,,13,,0.9971329008491294,,,,,,,,,,,,,,,0.2681122200870977,1.6418181750380878
,,14,,0.997127174173744,,,,,,,,,,,,,,,0.26780034095338245,1.6832144538175713
,,15,,0.9971157208229732,,,,,,,,,,,,,,,0.2672876294666124,1.6761915255518793
,,16,,0.9970870932329048,,,,,,,,,,,,,,,0.26718829861543714,1.6826094273224617
,,17,,0.997109997619703,,,,,,,,,,,,,,,0.2664596555591787,1.7404800769194817
,,18,,0.9971329002704435,,,,,,,,,,,,,,,0.26568438098268604,1.7609666551201089
,,19,,0.9971328967983283,,,,,,,,,,,,,,,0.2657691739427233,1.7158937222749284
,,20,,0.9970985436902463,,,,,,,,,,,,,,,0.26544047993363684,1.6929307284864408
,,21,,0.9971328950622707,,,,,,,,,,,,,,,0.26539716269206076,1.713412686459069
,,22,,0.9971271712803146,,,,,,,,,,,,,,,0.2657109734792154,1.7406756692719692
,,23,,0.9971157208229732,,,,,,,,,,,,,,,0.2650054147810612,1.7337271634814808
,,24,,0.9971042715230034,,,,,,,,,,,,,,,0.26466753688252087,1.7186161557447563
,,25,,0.9971214469196727,,,,,,,,,,,,,,,0.2639457665890166,1.722642638150928
,,26,,0.9971157237164026,,,,,,,,,,,,,,,0.26311293389033347,1.766824717660552
,,27,,0.9971157231377167,,,,,,,,,,,,,,,0.2633262988433097,1.742897868156433
,,28,,0.9971214446049292,,,,,,,,,,,,,,,0.2625972793518918,1.7320946767492202
,,29,,0.9971157231377167,,,,,,,,,,,,,,,0.2609276926343881,1.739178691095519
0.7424968873462313,0.7424968873462313,30,3.0797811379799476,0.9972908061284286,0.6581443621482683,0.6405742301860465,0.2575031131050512,0.25750311325442343,0.6647223321321423,0.4476176492778055,0.25750311325442343,0.6581443621482683,0.4476176492778055,0.4476176492778055,0.468907069493007,0.6670526738886113,1.0,0.2575031131050512,0.25395971883847873,1.8348991091434772
