counterpart_attention_mass,counterpart_evidence_present,counterpart_warrant_mass,label,non_counterpart_warrant_mass,sample_id,score
0.0,False,0.0,1.0,0.0,6553,0.15127135813236237
0.0,True,0.0,1.0,0.0,6554,0.3943657875061035
0.0,True,0.0,1.0,0.0,6555,0.98954176902771
0.0,True,0.0,1.0,0.0,6556,0.7842893004417419
0.0,True,0.0,1.0,0.0,6557,0.9825687408447266
0.0,True,0.0,1.0,0.0,6558,0.48590558767318726
0.0,False,0.0,1.0,0.0,6559,0.4306384027004242
0.0,True,0.0,1.0,0.0,6560,0.9687536358833313
0.0,False,0.0,1.0,0.0,6561,0.8489032983779907
0.0,False,0.0,1.0,0.0,6562,0.3846040666103363
0.0,False,0.0,1.0,0.0,6563,0.30777767300605774
0.0,True,0.0,1.0,0.0,6564,0.8314995169639587
0.0,False,0.0,1.0,0.0,6565,0.3420679569244385
0.0,False,0.0,1.0,0.0,6566,0.1712786704301834
0.0,False,0.0,1.0,0.0,6567,0.4002610146999359
0.0,False,0.0,1.0,0.0,6568,0.8351309299468994
0.0,True,0.0,1.0,0.0,6569,0.5743088722229004
0.0,False,0.0,1.0,0.0,6570,0.3745005428791046
0.0,False,0.0,1.0,0.0,6571,0.4715206027030945
0.0,False,0.0,1.0,0.0,6572,0.29582685232162476
0.0,False,0.0,1.0,0.0,6573,0.8704108595848083
0.0,True,0.0,1.0,0.0,6574,0.7022680044174194
0.0,False,0.0,1.0,0.0,6575,0.05321183800697327
0.0,True,0.0,1.0,0.0,6576,0.9922431111335754
0.0,False,0.0,1.0,0.0,6577,0.13135892152786255
0.0,True,0.0,1.0,0.0,6578,0.5575353503227234
0.0,True,0.0,1.0,0.0,6579,0.4976516366004944
0.0,True,0.0,1.0,0.0,6580,0.45140403509140015
0.0,True,0.0,1.0,0.0,6581,0.49735039472579956
0.0,False,0.0,1.0,0.0,6582,0.33554625511169434
0.0,True,0.0,1.0,0.0,6583,0.9868118166923523
0.0,True,0.0,1.0,0.0,6584,0.028843779116868973
0.0,True,0.0,1.0,0.0,6585,0.22623589634895325
0.0,True,0.0,1.0,0.0,6586,0.957400918006897
0.0,True,0.0,1.0,0.0,6587,0.210055872797966
0.0,True,0.0,1.0,0.0,6588,0.029766380786895752
0.0,True,0.0,1.0,0.0,6589,0.20210090279579163
0.0,True,0.0,1.0,0.0,6590,0.3559243679046631
